PLAYER_ID,PLAYER_NAME,BIRTHDATE,HEIGHT_INCHES,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,POSITION,TEAM_ID,TEAM_NAME
203544,Pero Antic,1982-07-29,83.0,Macedonia,0,0,0,Forward-Center,1610612737,Hawks
2772,Trevor Ariza,1985-06-30,80.0,USA,2004,2,43,Forward,0,FREE AGENT
201589,Darrell Arthur,1988-03-25,81.0,USA,2008,1,27,Forward,1610612743,Nuggets
201600,Omer Asik,1986-07-04,84.0,Turkey,2008,2,36,Center,1610612740,Pelicans
201571,D.J. Augustin,1987-11-10,71.0,USA,2008,1,9,Guard,1610612745,Rockets
201965,Jeff Ayres,1987-04-29,81.0,USA,2009,2,31,Forward-Center,1610612759,Spurs
203569,Chris Babb,1990-02-14,77.0,USA,0,0,0,Guard,1610612738,Celtics
202337,Luke Babbitt,1989-06-20,81.0,USA,2010,1,16,Forward,1610612740,Pelicans
203946,Cameron Bairstow,1990-12-07,81.0,Australia,2014,2,49,Forward-Center,1610612741,Bulls
2571,Leandro Barbosa,1982-11-28,75.0,Brazil,2003,1,28,Guard,1610612756,Suns
200826,J.J. Barea,1984-06-26,70.0,Puerto Rico,0,0,0,Guard,1610612742,Mavericks
200745,Andrea Bargnani,1985-10-26,84.0,Italy,2006,1,1,Center-Forward,0,FREE AGENT
203084,Harrison Barnes,1992-05-30,80.0,USA,2012,1,7,Forward,1610612759,Spurs
2440,Matt Barnes,1980-03-09,79.0,USA,2002,2,45,Forward,1610612746,Clippers
2853,Earl Barron,1981-08-14,84.0,USA,0,0,0,Forward-Center,1610612748,Heat
203115,Will Barton,1991-01-06,77.0,USA,2012,2,40,Guard,1610612761,Raptors
101138,Brandon Bass,1985-04-30,80.0,USA,2005,2,33,Forward,1610612738,Celtics
201587,Nicolas Batum,1988-12-14,80.0,France,2008,1,25,Guard-Forward,1610612746,Clippers
201573,Jerryd Bayless,1988-08-20,75.0,USA,2008,1,11,Guard,1610612749,Bucks
203382,Aron Baynes,1986-12-09,82.0,Australia,0,0,0,Center-Forward,1610612765,Pistons
203145,Kent Bazemore,1989-07-01,76.0,USA,0,0,0,Guard-Forward,1610612747,Lakers
203078,Bradley Beal,1993-06-28,76.0,USA,2012,1,3,Guard,1610612756,Suns
201563,Michael Beasley,1989-01-09,81.0,USA,2008,1,2,Forward,0,FREE AGENT
201158,Marco Belinelli,1986-03-25,77.0,Italy,2007,1,18,Guard,1610612759,Spurs
203461,Anthony Bennett,1993-03-14,80.0,Canada,2013,1,1,Forward,0,FREE AGENT
201976,Patrick Beverley,1988-07-12,74.0,USA,2009,2,42,Guard,1610612749,Bucks
202687,Bismack Biyombo,1992-08-28,80.0,DRC,2011,1,7,Center,1610612759,Spurs
204028,Tarik Black,1991-11-22,81.0,USA,0,0,0,Forward-Center,1610612747,Lakers
201971,DeJuan Blair,1989-04-22,79.0,USA,2009,2,37,Center-Forward,0,FREE AGENT
2581,Steve Blake,1980-02-26,75.0,USA,2003,2,38,Guard,1610612757,Trail Blazers
202339,Eric Bledsoe,1989-12-09,73.0,USA,2010,1,18,Guard,1610612757,Trail Blazers
203505,Vander Blue,1992-07-17,77.0,USA,0,0,0,Guard,0,FREE AGENT
202711,Bojan Bogdanović,1989-04-18,79.0,Croatia,2011,2,31,Forward,1610612752,Knicks
101106,Andrew Bogut,1984-11-28,84.0,Australia,2005,1,1,Center,1610612749,Bucks
2588,Matt Bonner,1980-04-05,82.0,USA,2003,2,45,Center-Forward,1610612759,Spurs
202344,Trevor Booker,1987-11-25,80.0,USA,2010,1,23,Forward,1610612764,Wizards
2430,Carlos Boozer,1981-11-20,81.0,USA,2002,2,34,Forward,1610612762,Jazz
2547,Chris Bosh,1984-03-24,83.0,USA,2003,1,4,Forward,1610612748,Heat
202340,Avery Bradley,1990-11-26,75.0,USA,2010,1,19,Guard,1610612747,Lakers
1882,Elton Brand,1979-03-11,81.0,USA,1999,1,1,Forward,1610612746,Clippers
201147,Corey Brewer,1986-03-05,81.0,USA,2007,1,7,Guard-Forward,1610612750,Timberwolves
201166,Aaron Brooks,1985-01-14,72.0,USA,2007,1,26,Guard,1610612745,Rockets
203913,Jabari Brown,1992-12-18,77.0,USA,2014,0,0,Guard,1610612747,Lakers
203485,Lorenzo Brown,1990-08-26,77.0,USA,2013,2,52,Guard,0,FREE AGENT
203900,Markel Brown,1992-01-29,75.0,USA,2014,2,44,Guard,1610612751,Nets
977,Kobe Bryant,1978-08-23,78.0,USA,1996,1,13,Forward-Guard,1610612747,Lakers
201978,Chase Budinger,1988-05-22,79.0,USA,2009,2,44,Forward,1610612745,Rockets
203493,Reggie Bullock Jr.,1991-03-16,78.0,USA,2013,1,25,Guard-Forward,1610612745,Rockets
203504,Trey Burke,1992-11-12,72.0,USA,2013,1,9,Guard,1610612742,Mavericks
202692,Alec Burks,1991-07-20,77.0,USA,2011,1,12,Guard,1610612748,Heat
2406,Caron Butler,1980-03-13,79.0,USA,2002,1,10,Forward,1610612764,Wizards
2446,Rasual Butler,1979-05-23,79.0,USA,2002,2,52,Forward,0,FREE AGENT
202710,Jimmy Butler III,1989-09-14,79.0,USA,2011,1,30,Forward,1610612744,Warriors
101198,Will Bynum,1983-01-04,72.0,USA,0,0,0,Guard,1610612765,Pistons
203998,Bruno Caboclo,1995-09-21,81.0,Brazil,2014,1,20,Forward,0,FREE AGENT
201979,Nick Calathes,1989-02-07,78.0,USA,2009,2,45,Guard,1610612763,Grizzlies
101181,Jose Calderon,1981-09-28,75.0,Spain,0,0,0,Guard,1610612761,Raptors
203484,Kentavious Caldwell-Pope,1993-02-18,77.0,USA,2013,1,8,Guard,1610612753,Magic
203477,Isaiah Canaan,1991-05-21,72.0,USA,2013,2,34,Guard,0,FREE AGENT
203991,Clint Capela,1994-05-18,82.0,Switzerland,2014,1,25,Center,1610612737,Hawks
201960,DeMarre Carroll,1986-07-27,78.0,USA,2009,1,27,Forward,1610612737,Hawks
1713,Vince Carter,1977-01-26,78.0,USA,1998,1,5,Guard-Forward,1610612761,Raptors
203487,Michael Carter-Williams,1991-10-10,77.0,USA,2013,1,11,Guard,1610612753,Magic
201956,Omri Casspi,1988-06-22,81.0,Israel,2009,1,23,Forward,0,FREE AGENT
201596,Mario Chalmers,1986-05-19,74.0,USA,2008,2,34,Guard,1610612748,Heat
2199,Tyson Chandler,1982-10-02,84.0,USA,2001,1,2,Center,1610612752,Knicks
201163,Wilson Chandler,1987-05-10,80.0,USA,2007,1,23,Forward,1610612743,Nuggets
201947,Earl Clark,1988-01-17,82.0,USA,2009,1,14,Forward,1610612753,Magic
203546,Ian Clark,1991-03-07,75.0,USA,0,0,0,Guard,1610612744,Warriors
203903,Jordan Clarkson,1992-06-07,75.0,USA,2014,2,46,Guard,1610612762,Jazz
202708,Norris Cole,1988-10-13,74.0,USA,2011,1,28,Guard,1610612748,Heat
201954,Darren Collison,1987-08-23,72.0,USA,2009,1,21,Guard,0,FREE AGENT
2555,Nick Collison,1980-10-26,82.0,USA,2003,1,12,Forward-Center,1610612760,Thunder
201144,Mike Conley,1987-10-11,72.0,USA,2007,1,4,Guard,1610612750,Timberwolves
204022,Jack Cooley,1991-04-12,82.0,USA,0,0,0,Center-Forward,1610612762,Jazz
203142,Chris Copeland,1984-03-17,81.0,USA,0,0,0,Forward,0,FREE AGENT
203955,Bryce Cotton,1992-08-11,73.0,USA,0,0,0,Guard,1610612762,Jazz
202326,DeMarcus Cousins,1990-08-13,82.0,USA,2010,1,5,Center,1610612743,Nuggets
203496,Robert Covington,1990-12-14,79.0,USA,0,0,0,Forward,1610612755,76ers
203459,Allen Crabbe,1992-04-09,77.0,USA,2013,2,31,Guard-Forward,0,FREE AGENT
2037,Jamal Crawford,1980-03-20,77.0,USA,2000,1,8,Guard,1610612746,Clippers
203109,Jae Crowder,1990-07-06,78.0,USA,2012,2,34,Forward,1610612758,Kings
201967,Dante Cunningham,1987-04-22,80.0,USA,2009,2,33,Forward,1610612740,Pelicans
201939,Stephen Curry,1988-03-14,74.0,USA,2009,1,7,Guard,1610612744,Warriors
203584,Troy Daniels,1991-07-15,76.0,USA,0,0,0,Guard,1610612756,Suns
203540,Gigi Datome,1987-11-27,80.0,Italy,0,0,0,Forward,1610612765,Pistons
203076,Anthony Davis,1993-03-11,82.0,USA,2012,1,1,Forward-Center,1610612742,Mavericks
202334,Ed Davis,1989-06-05,81.0,USA,2010,1,13,Center-Forward,1610612739,Cavaliers
201175,Glen Davis,1986-01-01,81.0,USA,2007,2,35,Forward-Center,1610612738,Celtics
201948,Austin Daye,1988-06-05,83.0,USA,2009,1,15,Forward,1610612765,Pistons
201942,DeMar DeRozan,1989-08-07,78.0,USA,2009,1,9,Guard-Forward,1610612758,Kings
203473,Dewayne Dedmon,1989-08-12,82.0,USA,0,0,0,Center,1610612755,76ers
203521,Matthew Dellavedova,1990-09-08,75.0,Australia,0,0,0,Guard,1610612758,Kings
2736,Luol Deng,1985-04-16,81.0,United Kingdom,2004,1,7,Forward,1610612741,Bulls
2564,Boris Diaw,1982-04-16,80.0,France,2003,1,21,Center-Forward,1610612759,Spurs
203476,Gorgui Dieng,1990-01-18,82.0,Senegal,2013,1,21,Center,1610612759,Spurs
203915,Spencer Dinwiddie,1993-04-06,77.0,USA,2014,2,38,Guard,1610612742,Mavericks
201595,Joey Dorsey,1983-12-16,,USA,2008,2,33,,0,FREE AGENT
201962,Toney Douglas,1986-03-16,74.0,USA,2009,1,29,Guard,0,FREE AGENT
201609,Goran Dragic,1986-05-06,76.0,Slovenia,2008,2,45,Guard,1610612749,Bucks
204054,Zoran Dragic,1989-06-22,77.0,Slovenia,0,0,0,Guard-Forward,1610612748,Heat
203083,Andre Drummond,1993-08-10,83.0,USA,2012,1,9,Center,1610612755,76ers
201162,Jared Dudley,1985-07-10,78.0,USA,2007,1,22,Forward,1610612756,Suns
1495,Tim Duncan,1976-04-25,83.0,US Virgin Islands,1997,1,1,Center-Forward,1610612759,Spurs
2399,Mike Dunleavy,1980-09-15,81.0,USA,2002,1,3,Guard-Forward,1610612744,Warriors
201142,Kevin Durant,1988-09-29,83.0,USA,2007,1,2,Forward,1610612756,Suns
203921,Cleanthony Early,1991-04-17,80.0,USA,2014,2,34,Forward,1610612752,Knicks
201961,Wayne Ellington,1987-11-29,76.0,USA,2009,1,28,Guard,1610612747,Lakers
101145,Monta Ellis,1985-10-26,75.0,USA,2005,2,40,Guard,1610612744,Warriors
203954,Joel Embiid,1994-03-16,84.0,Cameroon,2014,1,3,Center-Forward,1610612755,76ers
203898,Tyler Ennis,1994-08-24,75.0,Canada,2014,1,18,Guard,1610612747,Lakers
203516,James Ennis III,1990-07-01,78.0,USA,2013,2,50,Forward,0,FREE AGENT
202379,Jeremy Evans,1987-10-24,81.0,USA,2010,2,55,Forward,1610612762,Jazz
2501,Reggie Evans,1980-05-18,80.0,USA,0,0,0,Center-Forward,1610612760,SuperSonics
201936,Tyreke Evans,1989-09-19,78.0,USA,2009,1,4,Guard,0,FREE AGENT
203957,Danté Exum,1995-07-13,77.0,Australia,2014,1,5,Guard,1610612742,Mavericks
203105,Festus Ezeli,1989-10-21,83.0,Nigeria,2012,1,30,Center,1610612744,Warriors
202702,Kenneth Faried,1989-11-19,80.0,USA,2011,1,22,Forward-Center,1610612743,Nuggets
202324,Derrick Favors,1991-07-15,81.0,USA,2010,1,3,Forward,1610612760,Thunder
101109,Raymond Felton,1984-06-26,73.0,USA,2005,1,5,Guard,1610612766,Bobcats
202361,Landry Fields,1988-06-27,79.0,USA,2010,2,39,Guard-Forward,1610612752,Knicks
203095,Evan Fournier,1992-10-29,78.0,France,2012,1,20,Guard-Forward,1610612765,Pistons
200751,Randy Foye,1983-09-24,76.0,USA,2006,1,7,Guard,1610612750,Timberwolves
203479,Jamaal Franklin,1991-07-21,77.0,USA,2013,2,41,Guard,1610612763,Grizzlies
204025,Tim Frazier,1990-11-01,72.0,USA,0,0,0,Guard,0,FREE AGENT
202690,Jimmer Fredette,1989-02-25,74.0,USA,2011,1,10,Guard,1610612758,Kings
202683,Enes Freedom,1992-05-20,82.0,Turkey,2011,1,3,Center,0,FREE AGENT
200777,Joel Freeland,1987-02-07,82.0,United Kingdom,2006,1,30,Center-Forward,1610612757,Trail Blazers
101112,Channing Frye,1983-05-17,84.0,USA,2005,1,8,Forward-Center,1610612756,Suns
201568,Danilo Gallinari,1988-08-08,82.0,Italy,2008,1,6,Forward,1610612749,Bucks
204038,Langston Galloway,1991-12-09,73.0,USA,0,0,0,Guard,0,FREE AGENT
708,Kevin Garnett,1976-05-19,83.0,USA,1995,1,5,Forward,1610612750,Timberwolves
201188,Marc Gasol,1985-01-29,83.0,Spain,2007,2,48,Center,1610612763,Grizzlies
2200,Pau Gasol,1980-07-06,84.0,Spain,2001,1,3,Center-Forward,1610612747,Lakers
200752,Rudy Gay,1986-08-17,80.0,USA,2006,1,8,Forward-Guard,1610612762,Jazz
202087,Alonzo Gee,1987-05-29,78.0,USA,0,0,0,Forward,0,FREE AGENT
202331,Paul George,1990-05-02,80.0,USA,2010,1,10,Forward,1610612755,76ers
201959,Taj Gibson,1985-06-24,81.0,USA,2009,1,26,Forward,1610612766,Hornets
1938,Manu Ginobili,1977-07-28,78.0,Argentina,1999,2,57,Guard,1610612759,Spurs
203497,Rudy Gobert,1992-06-26,85.0,France,2013,1,27,Center,1610612750,Timberwolves
2400,Drew Gooden,1981-09-24,82.0,USA,2002,1,4,Forward,1610612739,Cavaliers
203462,Archie Goodwin,1994-08-17,77.0,USA,2013,1,29,Guard,1610612756,Suns
203932,Aaron Gordon,1995-09-16,80.0,USA,2014,1,4,Forward,1610612743,Nuggets
2732,Ben Gordon,1983-04-04,75.0,USA,2004,1,3,Guard,1610612741,Bulls
201569,Eric Gordon,1988-12-25,75.0,USA,2008,1,7,Guard,1610612755,76ers
101162,Marcin Gortat,1984-02-17,83.0,Poland,2005,2,57,Center,0,FREE AGENT
101122,Danny Granger,1983-04-20,81.0,USA,2005,1,17,Forward-Guard,1610612754,Pacers
203924,Jerami Grant,1994-03-12,79.0,USA,2014,2,39,Forward,1610612757,Trail Blazers
201980,Danny Green,1987-06-22,78.0,USA,2009,2,46,Guard,0,FREE AGENT
203110,Draymond Green,1990-03-04,78.0,USA,2012,2,35,Forward,1610612744,Warriors
203475,Erick Green,1991-05-09,76.0,USA,2013,2,46,Guard,0,FREE AGENT
101123,Gerald Green,1986-01-26,79.0,USA,2005,1,18,Guard-Forward,1610612738,Celtics
203210,JaMychal Green,1990-06-21,81.0,USA,0,0,0,Forward-Center,1610612744,Warriors
201145,Jeff Green,1986-08-28,80.0,USA,2007,1,5,Forward,1610612745,Rockets
2584,Willie Green,1981-07-28,75.0,USA,2003,2,41,Guard,1610612755,76ers
201933,Blake Griffin,1989-03-16,81.0,USA,2009,1,1,Forward,1610612738,Celtics
203268,Jorge Gutierrez,1988-12-27,75.0,Mexico,0,0,0,Guard,1610612751,Nets
203798,PJ Hairston,1992-12-24,78.0,USA,2014,1,26,Forward-Guard,1610612766,Hornets
202706,Jordan Hamilton,1990-10-06,79.0,USA,2011,1,26,Guard-Forward,1610612743,Nuggets
203120,Justin Hamilton,1990-04-01,84.0,USA,2012,2,45,Center,1610612751,Nets
201946,Tyler Hansbrough,1985-11-03,,USA,2009,1,13,,0,FREE AGENT
203501,Tim Hardaway Jr.,1992-03-16,77.0,USA,2013,1,24,Guard-Forward,1610612765,Pistons
201935,James Harden,1989-08-26,77.0,USA,2009,1,3,Guard,1610612746,Clippers
203090,Maurice Harkless,1993-05-11,79.0,USA,2012,1,15,Forward-Guard,1610612758,Kings
2734,Devin Harris,1983-02-27,75.0,USA,2004,1,5,Guard,1610612742,Mavericks
203914,Gary Harris,1994-09-14,76.0,USA,2014,1,19,Guard,1610612753,Magic
203925,Joe Harris,1991-09-06,78.0,USA,2014,2,33,Guard-Forward,0,FREE AGENT
202699,Tobias Harris,1992-07-15,80.0,USA,2011,1,19,Forward,1610612765,Pistons
2617,Udonis Haslem,1980-06-09,79.0,USA,0,0,0,Forward,1610612748,Heat
201150,Spencer Hawes,1988-04-28,85.0,USA,2007,1,10,Forward-Center,1610612755,76ers
101236,Chuck Hayes,1983-06-11,78.0,USA,0,0,0,Forward-Center,0,FREE AGENT
202330,Gordon Hayward,1990-03-23,79.0,USA,2010,1,9,Forward,1610612760,Thunder
2217,Brendan Haywood,1979-11-27,84.0,USA,2001,1,20,Center,1610612764,Wizards
201945,Gerald Henderson,1987-12-09,77.0,USA,2009,1,12,Guard,1610612766,Hornets
203089,John Henson,1990-12-28,81.0,USA,2012,1,14,Forward-Center,1610612749,Bucks
201579,Roy Hibbert,1986-12-11,86.0,USA,2008,1,17,Center,1610612754,Pacers
201581,JJ Hickson,1988-09-04,81.0,USA,2008,1,19,Center-Forward,1610612739,Cavaliers
2403,Nene,1982-09-13,83.0,Brazil,2002,1,7,Center-Forward,1610612743,Nuggets
201588,George Hill,1986-05-04,76.0,USA,2008,1,26,Guard,1610612754,Pacers
201941,Jordan Hill,1987-07-27,82.0,USA,2009,1,8,Forward-Center,1610612747,Lakers
203524,Solomon Hill,1991-03-18,78.0,USA,2013,1,23,Forward,0,FREE AGENT
2550,Kirk Hinrich,1981-01-02,76.0,USA,2003,1,7,Guard,1610612741,Bulls
201950,Jrue Holiday,1990-06-12,76.0,USA,2009,1,17,Guard,1610612738,Celtics
203200,Justin Holiday,1989-04-05,78.0,USA,0,0,0,Forward-Guard,1610612743,Nuggets
200797,Ryan Hollins,1984-10-10,84.0,USA,2006,2,50,Center,0,FREE AGENT
203918,Rodney Hood,1992-10-20,80.0,USA,2014,1,23,Guard-Forward,1610612746,Clippers
201143,Al Horford,1986-06-03,81.0,Dominican Republic,2007,1,3,Center-Forward,1610612738,Celtics
2730,Dwight Howard,1985-12-08,82.0,USA,2004,1,1,Center-Forward,1610612747,Lakers
201991,Lester Hudson,1984-08-07,75.0,USA,2009,2,58,Guard,1610612738,Celtics
203133,Robbie Hummel,1989-03-08,81.0,USA,2012,2,58,Forward,1610612750,Timberwolves
2743,Kris Humphries,1985-02-06,81.0,USA,2004,1,14,Forward,1610612751,Nets
201586,Serge Ibaka,1989-09-18,83.0,Democratic Republic of the Congo,2008,1,24,Forward,0,FREE AGENT
2738,Andre Iguodala,1984-01-28,78.0,USA,2004,1,9,Guard-Forward,1610612744,Warriors
101141,Ersan Ilyasova,1987-05-15,81.0,Turkey,2005,2,36,Forward,1610612749,Bucks
204060,Joe Ingles,1987-10-02,80.0,Australia,0,0,0,Forward-Guard,1610612750,Timberwolves
203996,Damien Inglis,1995-05-20,80.0,France,2014,2,31,Forward,1610612749,Bucks
202681,Kyrie Irving,1992-03-23,74.0,Australia,2011,1,1,Guard,1610612742,Mavericks
101127,Jarrett Jack,1983-10-28,75.0,USA,2005,1,22,Guard,1610612757,Trail Blazers
202704,Reggie Jackson,1990-04-16,74.0,USA,2011,1,24,Guard,0,FREE AGENT
203108,Bernard James,1985-02-07,82.0,USA,2012,2,33,Center,1610612742,Mavericks
2544,LeBron James,1984-12-30,81.0,USA,2003,1,1,Forward,1610612747,Lakers
2744,Al Jefferson,1985-01-04,82.0,USA,2004,1,15,Center,1610612762,Jazz
203928,Cory Jefferson,1990-12-26,81.0,USA,2014,2,60,Forward,0,FREE AGENT
2210,Richard Jefferson,1980-06-21,79.0,USA,2001,1,13,Forward,1610612751,Nets
203098,John Jenkins,1991-03-06,76.0,USA,2012,1,23,Guard,1610612737,Hawks
201943,Brandon Jennings,1989-09-23,73.0,USA,2009,1,10,Guard,1610612749,Bucks
201973,Jonas Jerebko,1987-03-02,82.0,Sweden,2009,2,39,Forward,1610612765,Pistons
203511,Grant Jerrett,1993-07-08,82.0,USA,2013,2,40,Forward,1610612760,Thunder
101161,Amir Johnson,1987-05-01,81.0,USA,2005,2,56,Center-Forward,1610612761,Raptors
203187,Chris Johnson,1990-04-29,78.0,USA,0,0,0,Forward,1610612762,Jazz
201949,James Johnson,1987-02-20,79.0,USA,2009,1,16,Forward,1610612754,Pacers
2207,Joe Johnson,1981-06-29,79.0,USA,2001,1,10,Guard-Forward,0,FREE AGENT
203910,Nick Johnson,1992-12-22,75.0,USA,2014,2,42,Guard,1610612745,Rockets
204020,Tyler Johnson,1992-05-07,75.0,USA,0,0,0,Guard,0,FREE AGENT
202325,Wesley Johnson,1987-07-11,79.0,USA,2010,1,4,Forward-Guard,1610612746,Clippers
2563,Dahntay Jones,1980-12-27,78.0,USA,2003,1,20,Guard-Forward,1610612763,Grizzlies
2592,James Jones,1980-10-04,80.0,USA,2003,2,49,Guard-Forward,1610612748,Heat
203093,Terrence Jones,1992-01-09,81.0,USA,2012,1,18,Forward,0,FREE AGENT
203103,Perry Jones III,1991-09-24,83.0,USA,2012,1,28,Forward,1610612760,Thunder
201599,DeAndre Jordan,1988-07-21,83.0,USA,2008,2,35,Center,1610612743,Nuggets
202366,Jerome Jordan,1986-09-29,84.0,Jamaica,2010,2,44,Center,1610612751,Nets
202709,Cory Joseph,1991-08-20,74.0,Canada,2011,1,29,Guard,1610612753,Magic
2549,Chris Kaman,1982-04-28,84.0,USA,2003,1,6,Center,1610612746,Clippers
203508,Sergey Karasev,1993-10-26,79.0,Russia,2013,1,19,Guard-Forward,1610612751,Nets
203527,Ryan Kelly,1991-04-09,83.0,USA,2013,2,48,Forward,1610612747,Lakers
203077,Michael Kidd-Gilchrist,1993-09-26,78.0,USA,2012,1,2,Forward,1610612766,Hornets
202688,Brandon Knight,1991-12-02,74.0,USA,2011,1,8,Guard,0,FREE AGENT
2594,Kyle Korver,1981-03-17,79.0,USA,2003,2,51,Guard-Forward,1610612755,76ers
201585,Kosta Koufos,1989-02-24,84.0,USA,2008,1,23,Center,1610612758,Kings
203136,Ognjen Kuzmic,1990-05-16,84.0,Serbia,2012,2,52,Center,1610612744,Warriors
203897,Zach LaVine,1995-03-10,77.0,USA,2014,1,13,Guard,1610612758,Kings
203087,Jeremy Lamb,1992-05-30,77.0,USA,2012,1,12,Guard-Forward,1610612758,Kings
201171,Carl Landry,1983-09-19,81.0,USA,2007,2,31,Forward,1610612758,Kings
203499,Shane Larkin,1992-10-02,71.0,USA,2013,1,18,Guard,1610612751,Nets
203530,Joffrey Lauvergne,1991-09-30,83.0,France,2013,2,55,Center,1610612743,Nuggets
201951,Ty Lawson,1987-11-03,71.0,USA,2009,1,18,Guard,1610612743,Nuggets
203495,Ricky Ledo,1992-09-10,79.0,USA,2013,2,43,Guard,1610612742,Mavericks
201584,Courtney Lee,1985-10-03,77.0,USA,2008,1,22,Guard,1610612763,Grizzlies
101135,David Lee,1983-04-29,81.0,USA,2005,1,30,Forward-Center,1610612752,Knicks
203458,Alex Len,1993-06-16,84.0,Ukraine,2013,1,5,Center,1610612747,Lakers
202695,Kawhi Leonard,1991-06-29,79.0,USA,2011,1,15,Forward,1610612746,Clippers
203086,Meyers Leonard,1992-02-27,84.0,USA,2012,1,11,Forward-Center,1610612749,Bucks
202720,Jon Leuer,1989-05-14,82.0,USA,2011,2,40,Forward,1610612763,Grizzlies
203081,Damian Lillard,1990-07-15,74.0,USA,2012,1,6,Guard,1610612749,Bucks
202391,Jeremy Lin,1988-08-23,75.0,USA,0,0,0,Guard,1610612745,Rockets
2733,Shaun Livingston,1985-09-11,79.0,USA,2004,1,4,Guard,1610612744,Warriors
201572,Brook Lopez,1988-04-01,85.0,USA,2008,1,10,Center,1610612749,Bucks
201577,Robin Lopez,1988-04-01,85.0,USA,2008,1,15,Center,0,FREE AGENT
201567,Kevin Love,1988-09-07,80.0,USA,2008,1,5,Forward-Center,1610612748,Heat
200768,Kyle Lowry,1986-03-25,72.0,USA,2006,1,24,Guard,1610612755,76ers
101249,John Lucas III,1982-11-21,71.0,USA,0,0,0,Guard,0,FREE AGENT
202714,Shelvin Mack,1990-04-22,75.0,USA,2011,2,34,Guard,1610612737,Hawks
101133,Ian Mahinmi,1986-11-05,83.0,France,2005,1,28,Center,1610612754,Pacers
203906,Devyn Marble,1992-09-21,78.0,USA,2014,2,56,Forward,1610612753,Magic
1890,Shawn Marion,1978-05-07,79.0,USA,1999,1,9,Guard-Forward,1610612756,Suns
201858,Cartier Martin,1984-11-20,79.0,USA,0,0,0,Forward,1610612764,Wizards
2755,Kevin Martin,1983-02-01,79.0,USA,2004,1,26,Guard,1610612758,Kings
202083,Wesley Matthews,1986-10-14,77.0,USA,0,0,0,Guard,1610612737,Hawks
101131,Jason Maxiell,1983-02-18,79.0,USA,2005,1,26,Forward,1610612765,Pistons
201564,O.J. Mayo,1987-11-05,77.0,USA,2008,1,3,Guard,1610612763,Grizzlies
201601,Luc Mbah a Moute,1986-09-09,80.0,Cameroon,2008,2,37,Forward,1610612749,Bucks
203949,James Michael McAdoo,1993-01-04,81.0,USA,0,0,0,Forward,0,FREE AGENT
203492,Ray McCallum,1991-06-12,75.0,USA,2013,2,36,Guard,0,FREE AGENT
203468,CJ McCollum,1991-09-19,75.0,USA,2013,1,10,Guard,1610612740,Pelicans
203909,KJ McDaniels,1993-02-09,78.0,USA,2014,2,32,Guard-Forward,1610612745,Rockets
203926,Doug McDermott,1992-01-03,78.0,USA,2014,1,11,Forward,1610612758,Kings
203956,Mitch McGary,1992-06-06,82.0,USA,2014,1,21,Forward,1610612760,Thunder
203463,Ben McLemore,1993-02-11,75.0,USA,2013,1,7,Guard,1610612757,Trail Blazers
202077,Jerel McNeal,1987-06-01,75.0,USA,0,0,0,Guard,1610612756,Suns
201177,Josh McRoberts,1987-02-28,82.0,USA,2007,2,37,Forward-Center,0,FREE AGENT
201975,Jodie Meeks,1987-08-21,76.0,USA,2009,2,41,Guard,1610612755,76ers
